"Scenario_EpCon_ID_Resp","generated response","group"
"scenario 3_knowledge_230_1","Buy tickets from a scalper",""
"scenario 3_knowledge_241_1","Go back home with Ted to get the ticket",""
"scenario 3_knowledge_254_1","go in anyway",""
"scenario 3_knowledge_261_1","Darya could buy a ticket for Ted from a scalper",""
"scenario 3_knowledge_263_1","go to the concert without ted",""
"scenario 3_knowledge_268_1","Check for alternative solutions",""
"scenario 3_knowledge_270_1","Give Ted her ticket",""
"scenario 3_knowledge_272_1","contact the venue or ticket office for a reprint",""
"scenario 3_knowledge_274_1","Go into the concert without  ted",""
"scenario 3_knowledge_280_1","He will refund his friend",""
"scenario 3_knowledge_284_1","She could go in by herself",""
"scenario 3_knowledge_287_1","Sneak in through the back doors",""
"scenario 3_knowledge_288_1","Call a friend to bring Ted's ticket to him",""
"scenario 3_knowledge_289_1","Darya and friends go into the concert without Ted",""
"scenario 3_knowledge_290_1","Go in without Ted",""
"scenario 3_knowledge_292_1","Loan Ted the car to drive back and get his ticket.",""
"scenario 3_knowledge_293_1","Purchase another ticket for Ted, or ask him to.",""
"scenario 3_knowledge_296_1","have a friend retrieve the ticket",""
"scenario 3_knowledge_301_1","Enter the concert venue anyway through the doors, after all, Ted DOES have a ticket, it's just not with him",""
"scenario 3_knowledge_302_1","Check if he has a digital copy of the ticket on his phone",""
"scenario 3_knowledge_303_1","Sneak into concert with Ted",""
"scenario 3_knowledge_312_1","Offer Ted her ticket so he can go instead of her",""
"scenario 3_knowledge_315_1","She can go to the concert and forget about Ted.",""
"scenario 3_knowledge_317_1","Go in",""
"scenario 3_knowledge_320_1","Check for a digital copy",""
"scenario 3_knowledge_321_1","See if he can buy a new ticket at the door",""
"scenario 3_knowledge_324_1","Leave Ted behind and go into the concert",""
"scenario 3_knowledge_332_1","sneak ted in",""
"scenario 3_knowledge_333_1","Go with Ted to get his ticket",""
"scenario 3_knowledge_336_1","Go into the entrance doors and explain to a concert worker the situation.",""
"scenario 3_knowledge_340_1","Pay for a ticket for Tim at the box office.",""
"scenario 3_knowledge_343_1","enter the concert on their own",""
"scenario 3_knowledge_347_1","Give Ted her ticket",""
"scenario 3_knowledge_352_1","go to the concert",""
"scenario 3_knowledge_359_1","Beg security to let them in",""
"scenario 3_knowledge_362_1","Try to get in without it",""
"scenario 3_knowledge_363_1","see if there are more tickets for sale",""
"scenario 3_knowledge_367_1","enter the concert without Ted; he can handle his own problem",""
"scenario 3_knowledge_368_1","she could go in without her friend",""
"scenario 3_knowledge_380_1","Sneak into the concert",""
"scenario 3_knowledge_387_1","Sneak in",""
"scenario 3_knowledge_392_1","She could see if they can sneak in Ted",""
"scenario 3_knowledge_396_1","Go through the doors.",""
"scenario 3_knowledge_410_1","Record the concert for Ted",""
"scenario 3_knowledge_412_1","tell ted no",""
"scenario 3_knowledge_416_1","Darya could go into the concert without Ted.",""
"scenario 3_knowledge_418_1","Check their emails for proof of purchase to try to get in with that",""
"scenario 3_knowledge_420_1","Sneak into the concert",""
"scenario 3_ignorance_4_1","Try to open the door",""
"scenario 3_ignorance_9_1","Buy a new ticket ",""
"scenario 3_ignorance_11_1","ask someone if they can get in the concert",""
"scenario 3_ignorance_13_1","FInd another way in and ditch Ted.",""
"scenario 3_ignorance_14_1","Ask a friend for help",""
"scenario 3_ignorance_21_1","It would be illegal to enter otherwise.",""
"scenario 3_ignorance_22_1","try to go fast",""
"scenario 3_ignorance_23_1","Leave Ted",""
"scenario 3_ignorance_26_1","Go in without him",""
"scenario 3_ignorance_28_1","She could call the concert hall and see if they are indeed closed",""
"scenario 3_ignorance_31_1","Ask an attendant for help.",""
"scenario 3_ignorance_33_1","Go to another door",""
"scenario 3_ignorance_38_1","Sneak Ted into the concert hall.",""
"scenario 3_ignorance_41_1","Try to open the door",""
"scenario 3_ignorance_42_1","ask if they can still be admitted",""
"scenario 3_ignorance_49_1","Try the door to see if it opens.",""
"scenario 3_ignorance_50_1","Go with Ted to get his ticket.",""
"scenario 3_ignorance_51_1","Find proof of purchase online (via email)",""
"scenario 3_ignorance_52_1","try to search around if anyone is selling his\her ticket",""
"scenario 3_ignorance_58_1","Go in without him",""
"scenario 3_ignorance_60_1","go to the concert anyway without ted",""
"scenario 3_ignorance_70_1","Accompany Ted back to his house to retrieve his ticket.",""
"scenario 3_ignorance_71_1","Try to access the ticket online",""
"scenario 3_ignorance_73_1","Ask someone if their late",""
"scenario 3_ignorance_74_1","Go to the concert",""
"scenario 3_ignorance_88_1","try going into the entrance",""
"scenario 3_ignorance_95_1","cancel plans ",""
"scenario 3_ignorance_97_1","go home and skip the concert",""
"scenario 3_ignorance_106_1","look for another way to get in, abandoning Ted",""
"scenario 3_ignorance_109_1","Wait for Ted",""
"scenario 3_ignorance_110_1","Talk to the staff at the concert",""
"scenario 3_ignorance_114_1","go to the concert without ted",""
"scenario 3_ignorance_116_1","Darya could call it a loss and leave with her friend.",""
"scenario 3_ignorance_117_1","talk to security",""
"scenario 3_ignorance_120_1","jump the fence",""
"scenario 3_ignorance_121_1","Give Ted her ticket",""
"scenario 3_ignorance_123_1","Check with Concert Staff",""
"scenario 3_ignorance_133_1","Leave the concert and miss the performance",""
"scenario 3_ignorance_136_1","tell ted to go get his ticket he forgot",""
"scenario 3_ignorance_147_1","Buy another ticket.",""
"scenario 3_ignorance_151_1","go to the concert without ted",""
"scenario 3_ignorance_152_1","ask security if they can go in anyway",""
"scenario 3_ignorance_155_1","Sneak Ted into the concert",""
"scenario 3_ignorance_156_1","Check Alternative Entrances",""
"scenario 3_ignorance_157_1","Buy Ted another ticket.",""
"scenario 3_ignorance_165_1","Give her ticket to Ted",""
"scenario 3_ignorance_168_1","Try to sneak Ted into the concert.",""
"scenario 3_ignorance_174_1","She could recommend that he purchase another ticket if any are still available",""
"scenario 3_ignorance_185_1","Try calling the venue for entrance",""
"scenario 3_ignorance_196_1","go without ted",""
"scenario 3_ignorance_203_1","Try to get everyone but Ted into the concert",""
"scenario 3_ignorance_204_1","Leave to do something else",""
"scenario 3_ignorance_212_1","They could all leave",""
"scenario 3_ignorance_220_1","Offer to go back with Ted. ",""
"scenario 3_ignorance_235_1","Talk to Security",""
"scenario 3_ignorance_243_1","Darya can help Ted sneak in",""
"scenario 3_ignorance_246_1","She could go in with her friends except Ted",""
"scenario 3_ignorance_247_1","Offer to purchase another ticket for Ted",""
"scenario 3_ignorance_248_1","Go somewhere else",""
"scenario 3_ignorance_249_1","Everyone goes home, missing the concert",""
"scenario 3_ignorance_251_1","Look for alternate ways to enter the concert",""
"scenario 3_ignorance_259_1","sneak into the concert",""
"scenario 3_ignorance_260_1","Go in anyway and leave Ted to decide what to do",""
"scenario 3_ignorance_266_1","Check with concert staff: Darya could approach the concert staff or security personnel near the entrance to inquire if they can still enter, despite the doors appearing closed.",""
"scenario 3_ignorance_273_1","Leave the venue",""
"scenario 3_ignorance_275_1","Sneak Ted in",""
"scenario 3_ignorance_276_1"," Darya could check with the concert staff or security personnel near the entrance to see if they can still get into the concert even though the doors appear closed.",""
"scenario 3_ignorance_278_1","don't go to the concert",""
"scenario 3_ignorance_291_1","She could try and sneak him into the show.",""
"scenario 3_ignorance_297_1","Can they ask any personnel if any doors are still open? Maybe Darya and her friends can get in at least. Ted can go back home for his ticket and just hope to catch as much of the concert as possible.",""
"scenario 3_ignorance_305_1","They could go to the entrance to verify first",""
"scenario 3_ignorance_314_1","Turn around and go home ",""
"scenario 3_ignorance_316_1","Buy a ticket at the door",""
"scenario 3_ignorance_318_1","Darya could buy Ted another ticket.",""
"scenario 3_ignorance_327_1","Ted is going to have to skip the concert",""
"scenario 3_ignorance_330_1","see if they could exchange their tickets for a different show time",""
"scenario 3_ignorance_338_1","go hang out somewhere else",""
"scenario 3_ignorance_342_1","Try the door anyway",""
"scenario 3_ignorance_344_1","Offer to take Ted to get his ticket. ",""
"scenario 3_ignorance_346_1","Go to the concert w/o Ted",""
"scenario 3_ignorance_350_1","Drive with Ted to get his ticket",""
"scenario 3_ignorance_376_1","try to open the door to see if they can get in",""
"scenario 3_ignorance_378_1","watch the concert themselves",""
"scenario 3_ignorance_386_1","Darya could give her ticket to Ted and sit in the car.",""
"scenario 3_ignorance_393_1","Try to talk to an employee to get them into the concert",""
"scenario 3_ignorance_394_1","Ask Concert Staff for Assistance",""
"scenario 3_ignorance_397_1","buy a ticket for him right now if they are still avialable",""
"scenario 3_ignorance_400_1","Try the doors and see if they can get in",""
"scenario 3_ignorance_408_1","Find a scalper and put some money together to get Ted in the concert.",""
"scenario 4_knowledge_3_1","Attempt to repair the engine",""
"scenario 4_knowledge_4_1","Abandon the ship",""
"scenario 4_knowledge_6_1","He could tell the ship that a rescue boat is coming",""
"scenario 4_knowledge_13_1","Lie to the passengers, tell them everything is fine.",""
"scenario 4_knowledge_15_1","Ration the food supplies",""
"scenario 4_knowledge_16_1","explain to people help is coming",""
"scenario 4_knowledge_21_1","should keep people calm",""
"scenario 4_knowledge_30_1","ration food equally",""
"scenario 4_knowledge_35_1","take inventory of all the food",""
"scenario 4_knowledge_54_1","Tell the passengers all the info",""
"scenario 4_knowledge_55_1","Ahmed should ensure that all passengers are safe and supply them with life jackets.",""
"scenario 4_knowledge_56_1","inform passengers of the situation",""
"scenario 4_knowledge_72_1","Lock up the food",""
"scenario 4_knowledge_76_1","EXPLAIN THE EXACT SITUATION TO THE CREW AND GUESTS",""
"scenario 4_knowledge_80_1","Tell the crew help is coming",""
"scenario 4_knowledge_83_1","Let the passengers and crew know the situation.",""
"scenario 4_knowledge_85_1","let passengers and crew know what is going on",""
"scenario 4_knowledge_87_1","Ahmed could ration the food",""
"scenario 4_knowledge_88_1","call management for help",""
"scenario 4_knowledge_89_1","Keep people calm and reassure them",""
"scenario 4_knowledge_95_1","throw some crew member overboard ",""
"scenario 4_knowledge_97_1","do nothing",""
"scenario 4_knowledge_98_1","Limit amount of food eaten",""
"scenario 4_knowledge_102_1","Ration the food to ensure it will last until the rescue",""
"scenario 4_knowledge_108_1","wait to be rescued",""
"scenario 4_knowledge_110_1","Distribute the food equally amongst those remaining",""
"scenario 4_knowledge_116_1","Ahmed should take note of how much food they have left.",""
"scenario 4_knowledge_117_1","ration the food",""
"scenario 4_knowledge_123_1","Communicate with Passengers and Crew",""
"scenario 4_knowledge_140_1","He could tell everyone that they won't starve in 2 days",""
"scenario 4_knowledge_142_1","instruct the crew of a plan",""
"scenario 4_knowledge_143_1","Keep calm.",""
"scenario 4_knowledge_144_1","ration food",""
"scenario 4_knowledge_146_1","He could evaluate how much food remains and ration it.",""
"scenario 4_knowledge_149_1","Ration food",""
"scenario 4_knowledge_172_1","captain",""
"scenario 4_knowledge_173_1","Stay put till the boat arrives",""
"scenario 4_knowledge_174_1","Ahmed could discuss the problem with the chefs to see if they could be creative in preparing the meals so that they last until the rescue boat arrives",""
"scenario 4_knowledge_179_1","Call the coast guard",""
"scenario 4_knowledge_180_1","bring out the life boats",""
"scenario 4_knowledge_181_1","Radio a mayday for quicker help.",""
"scenario 4_knowledge_184_1","Get all the water you can find",""
"scenario 4_knowledge_195_1","Ahmed could figure out a rationing system for the food left.",""
"scenario 4_knowledge_197_1","Conserve food",""
"scenario 4_knowledge_199_1","Have a meeting with passengers to explain the situation",""
"scenario 4_knowledge_204_1","Ration the food to last the 2 days",""
"scenario 4_knowledge_206_1","tell everyone the situation and ration out food on their own",""
